"ID","year","country","assignment"
"KF022183",2005,"Nigeria","Africa-2"
"KF022184",2005,"Nigeria","Africa-2"
"KF022185",2005,"Nigeria","Africa-2"
"KF022186",2005,"Nigeria","Africa-2"
"KF022187",2005,"Nigeria","Africa-2"
"KF022188",2005,"Nigeria","Africa-2"
"KF022189",2005,"Nigeria","Africa-2"
"KF022190",2005,"Nigeria","Africa-2"
"KF022191",2005,"Nigeria","Africa-2"
"KF022192",2005,"Nigeria","Africa-2"
"KF977826",2011,"Central African Republic","Africa-2"
"KP345881",2014,"France","Africa-2"
"KR080521",2012,"Nigeria","Africa-2"
"KR080522",2012,"Nigeria","Africa-2"
"KR080523",2012,"Nigeria","Africa-2"
"KU564980",2012,"Chad","Africa-2"
"KU564981",2012,"Chad","Africa-2"
"KU564982",2012,"Chad","Africa-2"
"KU564983",2012,"Chad","Africa-2"
"KU564984",2012,"Chad","Africa-2"
"KU564985",2012,"Chad","Africa-2"
"KU564986",2012,"Chad","Africa-2"
"KU564987",2012,"Chad","Africa-2"
"KU564988",2012,"Chad","Africa-2"
"KU564989",2012,"Chad","Africa-2"
"KU564990",2012,"Chad","Africa-2"
"KU564991",2012,"Chad","Africa-2"
"KU564992",2012,"Chad","Africa-2"
"KU564993",2013,"Chad","Africa-2"
"KU564994",2013,"Chad","Africa-2"
"KU564995",2013,"Chad","Africa-2"
"KU564996",2013,"Chad","Africa-2"
"KU564997",2013,"Chad","Africa-2"
"KU564998",2013,"Chad","Africa-2"
"KU564999",2014,"Chad","Africa-2"
"KX148107",1986,"Benin","Africa-2"
"KX148218",2009,"Botswana","Africa-3"
"KX148219",2009,"Botswana","Africa-3"
"KX148220",2013,"South Africa","Africa-3"
"KX148221",2014,"South Africa","Africa-3"
"KX148222",2014,"South Africa","Africa-3"
"KX148223",2000,"South Africa","Africa-3"
"KX148229",1990,"Niger","Africa-2"
"KX148230",1995,"Burkina Faso","Africa-2"
"KX148231",1990,"Niger","Africa-2"
"KX148232",1992,"Côte d'Ivoire","Africa-2"
"KX148233",1992,"Côte d'Ivoire","Africa-2"
"KX148234",1986,"Burkina Faso","Africa-2"
"KX148235",2001,"Côte d'Ivoire","Africa-2"
"KX148236",1993,"Mauritania","Africa-2"
"KX148237",1993,"Mauritania","Africa-2"
"KX148238",1991,"Senegal","Africa-2"
"KX148239",1992,"Senegal","Africa-2"
"KX148240",1990,"Chad","Africa-2"
"KX148241",1996,"Chad","Africa-2"
"KX148242",1994,"Cameroon","Africa-2"
"KX148243",1987,"Cameroon","Africa-2"
"KX148244",1990,"Guinea","Africa-2"
"KY124532",2011,"Chad","Africa-2"
"KY124533",2011,"Chad","Africa-2"
"KY124534",2012,"Chad","Africa-2"
"KY124535",2012,"Chad","Africa-2"
"KY124536",2012,"Chad","Africa-2"
"KY124537",2012,"Chad","Africa-2"
"KY124538",2012,"Chad","Africa-2"
"KY124539",2012,"Chad","Africa-2"
"KY124540",2012,"Chad","Africa-2"
"KY124541",2013,"Chad","Africa-2"
"LT909548",1989,"-","Africa-2"
"MF538629",2014,"Chad","Africa-2"
"MF538630",2014,"Chad","Africa-2"
"MF538631",2015,"Chad","Africa-2"
"MF577065",2015,"Chad","Africa-2"
"MG458307",2000,"South Africa","Africa-3"
"MG458308",2000,"South Africa","Africa-3"
"MH481711",2018,"Liberia","Africa-2"
"MH481712",2018,"Liberia","Africa-2"
"MH481713",2017,"Liberia","Africa-2"
"MH514968",2001,"Senegal","Africa-2"
"MH514969",2005,"Senegal","Africa-2"
"MH514970",2011,"Senegal","Africa-2"
"MH514971",2010,"Senegal","Africa-2"
"MH514972",2008,"Senegal","Africa-2"
"MH514973",2011,"Senegal","Africa-2"
"MH514974",2011,"Senegal","Africa-2"
"MH514975",2013,"Senegal","Africa-2"
"MH514976",2010,"Senegal","Africa-2"
"MH514977",2013,"Senegal","Africa-2"
"MH514978",2014,"Senegal","Africa-2"
"MH514979",2014,"Senegal","Africa-2"
"MH514980",2014,"Senegal","Africa-2"
"MH514981",2013,"Senegal","Africa-2"
"MH514982",2007,"Senegal","Africa-2"
"MH514983",2011,"Senegal","Africa-2"
"MH514984",2011,"Senegal","Africa-2"
"MH514985",2015,"Senegal","Africa-2"
"MK471246",2018,"Guinea","Africa-2"
"MK471247",2018,"Guinea","Africa-2"
"MK471248",2018,"Guinea","Africa-2"
"MN049979",2017,"Liberia","Africa-2"
"MN049980",2018,"Liberia","Africa-2"
"MN049981",2018,"Liberia","Africa-2"
"MN049982",2017,"Liberia","Africa-2"
"MN049983",2017,"Liberia","Africa-2"
"MN049984",2018,"Liberia","Africa-2"
"U22485",1986,"-","Africa-2"
"U22486",1986,"-","Africa-2"
"U22487",1995,"-","Africa-2"
"U22628",1987,"-","Africa-3"
"U22634",1987,"-","Africa-2"
"U22635",1988,"-","Africa-2"
"U22636",1988,"-","Africa-2"
"U22639",1989,"-","Africa-2"
"U22640",1990,"-","Africa-2"
"U22641",1990,"-","Africa-2"
"U22644",1992,"-","Africa-2"
"U22646",1990,"-","Africa-2"
"U22652",1992,"-","Africa-2"
"MT107888",2019,"Ghana","Africa-2"
"MW057694",2019,"Ghana","Africa-2"
"MW057695",2019,"Ghana","Africa-2"
"OK135144",2017,"Liberia","Africa-2"
"OK135145",2017,"Liberia","Africa-2"
"OK135146",2018,"Liberia","Africa-2"
"OK135147",2018,"Liberia","Africa-2"
"OK135148",2018,"Liberia","Africa-2"
"98-134",1998,"Philippines","Asian SEA4"
"98-206",1998,"Philippines","Asian SEA4"
"98-285",1998,"Philippines","Asian SEA4"
"98-286",1998,"Philippines","Asian SEA4"
"AB573762",2006,"Japan","Asian SEA4"
"AB573763",2006,"Japan","Asian SEA4"
"EU086200",1994,"Philippines","Asian SEA4"
"EU086201",1994,"Philippines","Asian SEA4"
"EU086202",1994,"Philippines","Asian SEA4"
"EU086203",2000,"Philippines","Asian SEA4"
"EU086204",2001,"Philippines","Asian SEA4"
"EU086205",2004,"Philippines","Asian SEA4"
"KF620487",2012,"Taiwan","Asian SEA5"
"KF620488",2012,"Taiwan","Asian SEA5"
"KF620489",2013,"Taiwan","Asian SEA5"
"KP860149",2013,"Taiwan","Asian SEA5"
"KP860153",2013,"Taiwan","Asian SEA5"
"KX148259",1994,"Philippines","Asian SEA4"
"KX148260",2004,"Philippines","Asian SEA4"
"KX148261",1994,"Philippines","Asian SEA4"
"KX148262",1994,"Philippines","Asian SEA4"
"KX148263",1994,"Philippines","Asian SEA4"
"LC550018",2019,"Philippines","Asian SEA4"
"LC550019",2019,"Philippines","Asian SEA4"
"LC550020",2019,"Philippines","Asian SEA4"
"LC550021",2019,"Philippines","Asian SEA4"
"LC550022",2019,"Philippines","Asian SEA4"
"LC550023",2019,"Philippines","Asian SEA4"
"LC550024",2019,"Philippines","Asian SEA4"
"LC550025",2019,"Philippines","Asian SEA4"
"LC550026",2019,"Philippines","Asian SEA4"
"LC550027",2019,"Philippines","Asian SEA4"
"LC571945",2006,"Japan","Asian SEA4"
"LC571946",2020,"-","Asian SEA4"
"MN726836",2013,"Philippines","Asian SEA4"
"MN726837",2013,"Philippines","Asian SEA4"
"MN726839",2015,"Philippines","Asian SEA4"
"MN726840",2015,"Philippines","Asian SEA4"
"MN726841",2014,"Philippines","Asian SEA4"
"MN726842",2019,"Philippines","Asian SEA4"
"MN726843",2012,"Philippines","Asian SEA4"
"MN726845",2012,"Philippines","Asian SEA4"
"MN726848",2016,"Philippines","Asian SEA4"
"MN726850",2015,"Philippines","Asian SEA4"
"MN726852",2018,"Philippines","Asian SEA4"
"MN726854",2015,"Philippines","Asian SEA4"
"MN726855",2016,"Philippines","Asian SEA4"
"MN726856",2012,"Philippines","Asian SEA4"
"MN726858",2016,"Philippines","Asian SEA4"
"MN726860",2018,"Philippines","Asian SEA4"
"MN726861",2015,"Philippines","Asian SEA4"
"MN726862",2013,"Philippines","Asian SEA4"
"MN726866",2014,"Philippines","Asian SEA4"
"MN726870",2014,"Philippines","Asian SEA4"
"MN726873",2014,"Philippines","Asian SEA4"
"MN726874",2012,"Philippines","Asian SEA4"
"MN726875",2018,"Philippines","Asian SEA4"
"MN726876",2018,"Philippines","Asian SEA4"
"MN726879",2012,"Philippines","Asian SEA4"
"MN726880",2019,"Philippines","Asian SEA4"
"MN726881",2015,"Philippines","Asian SEA4"
"MN857167",2019,"Philippines","Asian SEA4"
"MN857168",2019,"Philippines","Asian SEA4"
"MN857169",2019,"Philippines","Asian SEA4"
"MN857170",2019,"Philippines","Asian SEA4"
"MN857171",2019,"Philippines","Asian SEA4"
"LC619707",2020,"Japan",""
"LC628899",2006,"Japan",""
"Z-24-141",2024,"philippines",NA
"Z-24-142",2024,"philippines",NA
"RADDL4B-23-060",2023,"philippines",NA
"RADDL4B-23-061",2023,"philippines",NA
"RADDL4B-23-070",2023,"philippines",NA
"RADDL4B-23-072",2023,"philippines",NA
"RADDL4B-23-057",2023,"philippines",NA
"RADDL4B-24-019",2024,"philippines",NA
"RADDL4B-24-021",2024,"philippines",NA
"RADDL4B-24-026",2024,"philippines",NA
"RADDL4B-24-027",2024,"philippines",NA
"RADDL4B-24-029",2024,"philippines",NA
"RADDL4B-24-034",2024,"philippines",NA
"RADDL4B-24-035",2024,"philippines",NA
"RADDL4B-24-037",2024,"philippines",NA
"RADDL4B-24-053",2024,"philippines",NA
"RADDL4B-24-055",2024,"philippines",NA
"RADDL4B-24-056",2024,"philippines",NA
"RADDL4B-24-057",2024,"philippines",NA
"RADDL4B-24-058",2024,"philippines",NA
"RADDL4B-24-059",2024,"philippines",NA
"RADDL4B-24-067",2024,"philippines",NA
"RADDL4B-24-070",2024,"philippines",NA
"RADDL4B-24-071",2024,"philippines",NA
"RADDL4B-24-077",2024,"philippines",NA
"RADDL4B-24-082",2024,"philippines",NA
"RADDL4B-24-102",2024,"philippines",NA
"RADDL4B-23-085",2023,"philippines",NA
"RADDL4B-23-093",2023,"philippines",NA
"RADDL4B-23-095",2023,"philippines",NA
"RADDL4B-23-097",2023,"philippines",NA
"RADDL4B-23-098",2023,"philippines",NA
"RADDL4B-23-099",2023,"philippines",NA
"RADDL4B-23-100",2023,"philippines",NA
"RADDL4B-24-001",2024,"philippines",NA
"RADDL4B-24-011",2024,"philippines",NA
"RADDL4B-24-012",2024,"philippines",NA
"RADDL4B-24-015",2024,"philippines",NA
"RADDL4B-24-016",2024,"philippines",NA
"RADDL4B-24-049",2024,"philippines",NA
"RADDL4B-24-084",2024,"philippines",NA
"RADDL4B-24-085",2024,"philippines",NA
"RADDL4B-24-086",2024,"philippines",NA
"RADDL4B-24-087",2024,"philippines",NA
"RADDL4B-24-088",2024,"philippines",NA
"RADDL4B-24-101",2024,"philippines",NA
"RADDL4B-24-106",2024,"philippines",NA
"RADDL4B-24-120",2024,"philippines",NA
"RADDL4B-24-124",2024,"philippines",NA
"RADDL4B-23-042",2023,"philippines",NA
"RADDL4B-23-044",2023,"philippines",NA
"RADDL4B-23-045",2023,"philippines",NA
"RADDL4B-23-046",2023,"philippines",NA
"RADDL4B-23-047",2023,"philippines",NA
"RADDL4B-23-049",2023,"philippines",NA
"RADDL4B-23-052",2023,"philippines",NA
"RADDL4B-23-056",2023,"philippines",NA
"RADDL4B-23-058",2023,"philippines",NA
"RADDL4B-23-076",2023,"philippines",NA
"RADDL4B-23-080",2023,"philippines",NA
"RADDL4B-23-081",2023,"philippines",NA
"RADDL4B-23-090",2023,"philippines",NA
"RADDL4B-23-101",2023,"philippines",NA
"RADDL4B-23-104",2023,"philippines",NA
"RADDL4B-23-105",2023,"philippines",NA
"RADDL4B-24-002",2024,"philippines",NA
"RADDL4B-24-003",2024,"philippines",NA
"RADDL4B-24-017",2024,"philippines",NA
"RADDL4B-24-023",2024,"philippines",NA
"RADDL4B-24-028",2024,"philippines",NA
"RADDL4B-24-038",2024,"philippines",NA
"RADDL4B-24-042",2024,"philippines",NA
"RADDL4B-24-043",2024,"philippines",NA
"RADDL4B-24-046",2024,"philippines",NA
"RADDL4B-24-051",2024,"philippines",NA
"RADDL4B-24-054",2024,"philippines",NA
"RADDL4B-24-063",2024,"philippines",NA
"RADDL4B-24-066",2024,"philippines",NA
"RADDL4B-24-069",2024,"philippines",NA
"RADDL4B-24-073",2024,"philippines",NA
"RADDL4B-24-074",2024,"philippines",NA
"RADDL4B-24-076",2024,"philippines",NA
"RADDL4B-24-078",2024,"philippines",NA
"RADDL4B-24-081",2024,"philippines",NA
"RADDL4B-24-099",2024,"philippines",NA
"RADDL4B-24-098",2024,"philippines",NA
"RADDL4B-24-097",2024,"philippines",NA
"RADDL4B-24-096",2024,"philippines",NA
"RADDL4B-24-095",2024,"philippines",NA
"RADDL4B-24-018",2024,"philippines",NA
"RADDL4B-24-014",2024,"philippines",NA
"RADDL4B-24-009",2024,"philippines",NA
"RADDL4B-24-138",2024,"philippines",NA
"RADDL4B-24-154",2024,"philippines",NA
"RADDL4B-24-155",2024,"philippines",NA
"RADDL4B-24-100",2024,"philippines",NA
"RADDL4B-24-112",2024,"philippines",NA
"RADDL4B-24-113",2024,"philippines",NA
"RADDL4B-24-114",2024,"philippines",NA
"RADDL4B-24-116",2024,"philippines",NA
"RADDL4B-24-117",2024,"philippines",NA
"RADDL4B-24-121",2024,"philippines",NA
"RADDL4B-24-122",2024,"philippines",NA
"RADDL4B-24-153",2024,"philippines",NA
"RADDL4B-24-156",2024,"philippines",NA
"RADDL4B-24-157",2024,"philippines",NA
"RADDL4B-24-173",2024,"philippines",NA
"RADDL4B-24-174",2024,"philippines",NA
"RADDL4B-24-178",2024,"philippines",NA
"RADDL4B-24-180",2024,"philippines",NA
"RADDL4B-24-181",2024,"philippines",NA
"RADDL4B-24-183",2024,"philippines",NA
"RADDL4B-24-185",2024,"philippines",NA
"RADDL4B-24-186",2024,"philippines",NA
"RADDL4B-24-187",2024,"philippines",NA
"RADDL4B-24-188",2024,"philippines",NA
"RADDL4B-25-005",2024,"philippines",NA
"RADDL4B-25-006",2024,"philippines",NA
"RADDL4B-25-008",2025,"philippines",NA
"RADDL4B-25-009",2025,"philippines",NA
"RADDL4B-25-017",2025,"philippines",NA
"RADDL4B-24-151",2024,"philippines",NA
"RADDL4B-23-089",2023,"philippines",NA
"RADDL4B-23-092",2023,"philippines",NA
"RADDL4B-23-094",2023,"philippines",NA
"RADDL4B-24-007",2024,"philippines",NA
"RADDL4B-24-013",2024,"philippines",NA
"RADDL4B-24-030",2024,"philippines",NA
"RADDL4B-24-048",2024,"philippines",NA
"RADDL4B-24-052",2024,"philippines",NA
"RADDL4B-24-062",2024,"philippines",NA
"RADDL4B-24-080",2024,"philippines",NA
"RADDL4B-24-093",2024,"philippines",NA
"RADDL4B-24-107",2024,"philippines",NA
"RADDL4B-24-125",2024,"philippines",NA
"RADDL4B-24-127",2024,"philippines",NA
"H24-028",2024,"philippines",NA
"RADDL4B-23-065",2023,"philippines",NA
"RADDL4B-24-162",2024,"philippines",NA
"RADDL4B-24-184",2024,"philippines",NA
"RADDL4B-25-022",2025,"philippines",NA
"RADDL4B-25-032",2025,"philippines",NA
"RADDL4B-25-039",2025,"philippines",NA
"KX148263",1994,"philippines",NA
"KX148262",1994,"philippines",NA
"KX148261",1994,"philippines",NA
"KX148260",2004,"philippines",NA
"KX148259",1994,"philippines",NA
"OQ326754",2018,"philippines",NA
"OQ326753",2018,"philippines",NA
"OQ326752",2018,"philippines",NA
"OQ326751",2018,"philippines",NA
"OQ326750",2018,"philippines",NA
"OQ326749",2018,"philippines",NA
"OQ326748",2018,"philippines",NA
"OQ326747",2018,"philippines",NA
"OQ326746",2018,"philippines",NA
"OQ326745",2018,"philippines",NA
"OQ326744",2018,"philippines",NA
"OQ326743",2018,"philippines",NA
"OQ326742",2018,"philippines",NA
"OQ326741",2019,"philippines",NA
"OQ326740",2019,"philippines",NA
"OQ326739",2019,"philippines",NA
"OQ326738",2018,"philippines",NA
"OQ326737",2018,"philippines",NA
"OQ326736",2018,"philippines",NA
"OR971444",2022,"philippines",NA
"OR971443",2022,"philippines",NA
"OR971442",2022,"philippines",NA
"OR971441",2022,"philippines",NA
"OR971440",2022,"philippines",NA
"OR971439",2022,"philippines",NA
"OR971438",2021,"philippines",NA
"OR971437",2021,"philippines",NA
"OR971436",2021,"philippines",NA
"OR971435",2021,"philippines",NA
"OR971434",2021,"philippines",NA
"OR971433",2021,"philippines",NA
"OR971432",2021,"philippines",NA
"OR971431",2021,"philippines",NA
"OR971430",2021,"philippines",NA
"OR971429",2021,"philippines",NA
"OR971428",2021,"philippines",NA
"OR971427",2021,"philippines",NA
"OR971426",2021,"philippines",NA
"OR971425",2021,"philippines",NA
"OR971424",2021,"philippines",NA
"OR971423",2021,"philippines",NA
"OR971422",2021,"philippines",NA
"OR971421",2021,"philippines",NA
"OR971420",2021,"philippines",NA
"OR971419",2021,"philippines",NA
"OR971418",2021,"philippines",NA
"OR971417",2021,"philippines",NA
"OR971416",2021,"philippines",NA
"OR971415",2021,"philippines",NA
"OR971414",2021,"philippines",NA
"OR971413",2021,"philippines",NA
"OR971412",2021,"philippines",NA
"OR971411",2019,"philippines",NA
"OR971409",2019,"philippines",NA
"OR971408",2019,"philippines",NA
"OR971407",2021,"philippines",NA
"OR971406",2021,"philippines",NA
"OR971405",2021,"philippines",NA
"OR971404",2021,"philippines",NA
"OR971403",2021,"philippines",NA
"OR971402",2021,"philippines",NA
"OR971401",2021,"philippines",NA
"OR971400",2021,"philippines",NA
"OR971399",2019,"philippines",NA
"OR971398",2019,"philippines",NA
"OR971397",2019,"philippines",NA
"OR971396",2019,"philippines",NA
"OR971395",2019,"philippines",NA
"OQ326784",2018,"philippines",NA
"OQ326783",2018,"philippines",NA
"OQ326782",2018,"philippines",NA
"OQ326781",2018,"philippines",NA
"OQ326780",2018,"philippines",NA
"OQ326779",2018,"philippines",NA
"OQ326778",2018,"philippines",NA
"OQ326777",2018,"philippines",NA
"OQ326776",2018,"philippines",NA
"OQ326775",2018,"philippines",NA
"OQ326774",2018,"philippines",NA
"OQ326773",2018,"philippines",NA
"OQ326772",2018,"philippines",NA
"OQ326771",2018,"philippines",NA
"OQ326770",2019,"philippines",NA
"OQ326769",2018,"philippines",NA
"OQ326768",2018,"philippines",NA
"OQ326767",2018,"philippines",NA
